id,sentence,label
710,"structuralism is an approach to the human sciences that attempts to analyze a specific field ( for instance , mythology ) as a complex system of interrelated parts .",1
711,"all soritacea keep algal endosymbionts, which may be what allows them to achieve such large sizes.",0
712,"in the history of science, alchemy (from the arabic الخيمياء al-khīmiyā') refers to both an early form of the [[ investigation ]] of nature and an early philosophical and spiritual [[ discipline ]], both combining elements of chemistry, metallurgy, physics, medicine, astrology, semiotics, mysticism, spiritualism, and art all as parts of one greater force.",1
713,a knot is a method for fastening or securing linear material such as rope by tying or interweaving .,1
714,"̢��� to phrarajbhavanavisudh (ven. dhammajayo bhikkhu), the president of dhammakaya foundation whose work in dissemination of buddhism for more than 30 years is vitally recognized.",0
715,"it is said that r̰�kk's daughter called the prize ""bambi"" when she brought it home, apparently inspired by felix salten's book bambi, a life in the woods.",0
716,a grace note is a kind of music notation used to denote several kinds of musical ornaments.,1
717,"it began initially while fantasia was super user of lintilla in 1995, then was hosted on lintilla itself, and eventually became its own multiple worlds in its own right.",0
718,"the main subclans of the dir are gadabuursi, suure (cabdalle and qubeys), akisho, biyomaal, gurgure, and gadsan.",0
719,"maidan is dotted with several statues and pieces of architecture, most notable being the victoria memorial.",0
720,"reichler (ed.), the baseball encyclopedia, 7th rev.",0
721,"southend airshow, essex england is europe's longest running free airshow, it started in 1986 and boasts some of the largest attendance figures for any two day airshow in the uk.",0
722,"in category theory , a branch of mathematics , a functor is  a special type of mapping between categories.",1
723,each perch pole has a loop at the top into which the performer may insert either a hand or a foot in order to perform a variety of tricks while hanging down from the loop.,0
724,"the most ubiquitous types of inquiline are those found in association with the nests of social insects, especially ants and termites ̢��� a single colony may support dozens of different inquiline species.",0
725,"the group split in 2002 for unknown reasons; in the meantime booba signed a contract for his first solo album: temps mort, still under 45 scientific (250 000 copies sold).",0
726,letizia ortiz rocasolano worked as a telediario newscaster before engaging and marrying prince of asturias felipe de borb̰��n.,0
727,"however, the borzoi club of america asserts borzoi is the preferred form for both singular and plural.",0
728,"a clock is an instrument for measuring, indicating and maintaining the time.",1
729,"in mathematics, the entscheidungsproblem (german for 'decision problem') is  a challenge posed by david hilbert in 1928.",1
730,a bio-mems is a special class of microelectromechanical systems (mems) where biological matter is manipulated to analyze and measure its activity under any class of scientific study.,1
731,"originally a separate board of directors that provided oversight to the sakura-con executive board, the membership voted on july 30 2006 to merge the ancea and sakura-con boards into a single entity.",0
732,the hatuqwai people lived mostly in mountains between lowel valleys of pshish river and belaya river.,0
733,"a school ( from greek σχολή - scholeion ) is an institution designed to allow and encourage students ( or "" pupils "" ) to learn , under the supervision of teachers .",1
734,a mammoth is  any species of the extinct genus mammuthus .,1
735,"a physician , medical practitioner or medical doctor is a person who practices medicine and is concerned with maintaining or restoring human health through the study , diagnosis , and treatment of disease and injury .",1
736,"the word occult comes from the latin word occultus (clandestine, hidden, secret),  referring  to "" knowledge of the hidden "".",1
737,a binnacle may be subdivided into sections and its contents typically include one or more compasses and a oil lamp or other light source.,0
738,the reel is a folk dance type as well as the accompanying dance tune type .,1
739,"when he ejected instead of staying to help her, it proved to scarlett that he was an impostor and moved to later stop him.",0
740,"if you have a raw image, you can use different demosaicing than is built into the camera, often yielding higher quality.",0
741,"a 2007 article for the scottsdale times in arizona covered similar ground including the issues of neuticles, lavish spending on posh pet wardrobes, heated dog bowls and other creature comforts.",0
742,"a parliament is a legislature , especially in those countries whose system of government is based on the westminster system modelled after that of the united kingdom .",1
743,"as for north america, maaza was acquired by house of spices in 2005.",0
744,"chief minister v s achutanandan also gave an assurance to people affected by poisoning, ""that the government would chalk out a plan to take care of treatment, food and other needs of the affected persons and that its promise of rehabilitation of victims would be honoured."" a shipment of about 10 tonnes of endosulfan was illegally stowed on the ill-fated mv princess of the stars, a ferry that sank off the waters of romblon (sibuyan island), philippines during a storm in june 2008.",0
745,"; according to several biblical scholars, benjamin was also originally part of this single tribe, but the biblical account of joseph as his father became lost.",0
746,belfast is situated on northern ireland's eastern coast.,0
747,"in the buphonia a working ox was sacrificed to zeus poleis, zeus protector of the city, in accordance with a very ancient custom.",0
748,"a geologist is a contributor to the science of geology , studying the physical structure and processes of the earth and planets of the solar system ( see planetary geology ) .",1
749,"this method of ""polishing"" is faster and cheaper than buffing and results in a reasonably attractive bead, though generally less perfect than buffed beads.",0
750,an anxiolytic is a drug prescribed for the treatment of symptoms of anxiety.,1
751,machine learning is an area of [artificial intelligence] involving developing techniques to allow computers to   learn.,1
752,"""the ostara pamphlets promoted an occult world view, based on a grotesque racial struggle, begun in a remote past."" lanz named his magazine after the hypothetical goddess ""ostara"" based on bede's statement that the old english tribes named easter after a goddess named eostre.",0
753,"in judaism, shiv'ah or shiva (hebrew name 1)  is  the week-long period of grief and mourning for the seven first-degree relatives: father, mother, son, daughter, brother, sister, and spouse.",1
754,a protocol is  a set of guidelines or rules .,1
755,"the mercora lived on earth 65 million years ago, during the cretaceous period after their own world had been destroyed by a black hole.",0
756,"a pantograph (from greek roots παντ- 'all, every' and γραφ- 'to write', from their original use for copying writing)  is  a [[ mechanical linkage ]] connected in a special manner based on parallelograms so that they move in a fixed relationship to each other.",1
757,"a subscriber, with knowledge of the watermark and how it is recovered, can determine (to a certain extent) whether significant changes have occurred within the data file.",0
758,"a pidgin is a simplified language that develops as a means of communication between two or more groups that do not have a language in common , in situations such as trade .",1
759,the equator is the intersection of the earth's surface  with the plane perpendicular to the earth's axis of rotation and containing the earth's center of mass.,1
760,braides: ����-convergence for beginners.,0
761,"the revival of the figure of the putto is generally attributed to donatello, in florence in the 1420s, although there are some earlier manifestations (for example the tomb of illaria del carretta in lucca).",0
762,"likewise, the fact that the /d/ allomorph does not appear after stem-final /d/ is because the earlier clause for the /����d/ allomorph takes priority; and the fact that the /d/ allomorph does not appear after stem-final voiceless phonemes is because the preceding clause for the /t/ takes priority.",0
763,a disaccharide is a sugar (a carbohydrate) composed of two monosaccharides.,1
764,in 1984 choszczno celebrated 700 years since its foundation.,0
765,"a research group at rca headed by vladimir zworykin introduced the iconoscope in 1934 , after visiting philo farnsworth's lab and examining in 1930 how the world's first electronic television camera had been designed, for a potential licensing deal for his new employer, rca.",0
766,"whoi dt2 offers the daily buzz newscast, weekday mornings from 6 to 9 am.",0
767,agathon (ἀγάθων) (ca. 448 - 400 bc) was an athenian tragic poet and friend of euripides and plato.,1
768,"in cell biology , an organelle ( pronunciation : /ɔrɡəˈnɛl/ ) is  a specialized subunit within a cell that has a specific function , and is separately enclosed within its own lipid membrane .",1
769,"the name sol was used alongside real in argentina, whilst in bolivia it replaced the real in 1827 and circulated until decimalization in 1864.",0
770,"in greek mythology, daedalus (latin, also hellenized latin daedalos, greek daidalos (δαίδαλος) meaning ""cunning worker"", and etruscan taitle) was a most skillful [[ artificer ]], or [[ craftsman ]], so skillful that he was said to have invented images that seemed to move about.",1
771,medical geography is an area of [medical research] that incorporates geographic techniques into the study of health.,1
772,"the powerbook is a line of macintosh laptop computers that was designed , manufactured and sold by apple computer , inc. from 1991 to 2006.",1
773,"plutarch adds that cicero was urged to change this deprecatory name when he entered politics, but refused, saying that he would make cicero more glorious than scaurus (""swollen-ankled"") and catulus (""puppy"").",0
774,frame rate basically defines the interval between consecutive image transfers.,1
775,"laconia (λακωνία), also known as lacedaemonia,  is  a prefecture in greece.",1
776,during the early middle ages the term saxony referred to the region occupied by today's states of lower saxony and northern north rhine-westphalia.,1
777,"in digital imaging , a pixel ( picture element ) is the smallest piece of information in an image .",1
778,the necronomicon is a fictional book appearing in the stories by horror novelist h. p. lovecraft .,1
779,"the emela-ntouka is claimed to utter a vocalization, described as a snort, rumble or growl.",0
780,"in first edition supplements, glasya was very influential but not very powerful in combat and thus preferred to stay on the sidelines when it came to battle.",0
781,"due to possessing psionic powers, looker does not share the vampire weakness to sunlight; however, she presumably requires blood as other vampires do.",0
782,a clerihew (or clerihew) is a very specific kind of short biographical humorous verse.,1
783,traditional couscous requires considerable preparation time and is usually steamed.,0
784,the american musician rufus harley was the first to use the bagpipes as a primary instrument in jazz.,0
785,"the olive ( olea europaea ) is  a species of small tree in the family oleaceae , native to the coastal areas of the eastern mediterranean region , from lebanon , syria and the maritime parts of asia minor and northern iran at the south end of the caspian sea .",1
786,"the types of key and data may differ, and the elements of the map are internally sorted from lowest to highest key value.",0
787,the indridae (also spelled indriidae)  are a family  of strepsirrhine primates .,1
788,"in mathematics, the cardinality of a set is a measure of the ""number of elements of the set"".",1
789,apportionment is also applied in party-list proportional representation elections to distribute seats between different parties once they've won a particular percentage of the vote.,0
790,the litre or liter ( see spelling differences ) is   a unit of volume .,1
791,"the paleozoic or palaeozoic era (from the greek palaio, ""old"" and zoe, ""life"", meaning ""ancient life"")  is  the earliest of three geologic eras of the phanerozoic eon.",1
792,"a motorcycle or motorbike is a single-track , two-wheeled motor vehicle powered by an engine .",1
793,"a dictator is an authoritarian ruler (e.g. absolutist or autocratic) who assumes sole power over his or her state, though the term is normally not applied to those who acquire such position by regular constitutional means, such as a hereditary absolute monarch, except to denote personal abuse of power.",1
794,"of the many kinds of cyanide compounds, some are gases, others are solids or liquids.",0
795,"$shahad is home to large industrial complexes, such as the one owned by century rayon which was built by the birla family.",0
796,satire were the companions of dionysos and central characters of the satyr plays of the theatre of ancient greece .,1
797,"in linguistics, a clitic is a grammatically independent and phonologically dependent word.",1
798,"the drum is a member of the percussion group, technically classified as a membranophone.",1
799,"""sst oryg"" is another common manufacturer of detangler systems.",0
800,"by the 4th century, $christianity had become the dominant religion in the roman empire.",0
801,the foliage is the basis of a style of architectural ornamentation; see acanthus (ornament).,0
802,"as evidenced by contemporary artwork, the kontos was about 4 meters long though longer examples may have existed; later parthian and sassanian clibinarii (middle persian: grivpanvar) reportedly used kontoi of longer lengths; only highly trained cavalrymen such as those fielded by the arsaco-sassanian dynasties could have practically used such weapons.",0
803,"the proteome is the entire complement of proteins expressed by a genome , cell , tissue or organism .",1
804,"in battle, the reiksguard favour fighting in large regiments, the better to defeat the enemy with the full splendor of their mirrored armor and crimson plumes.",0
805,"modern biotechnology has evolved, making it possible to produce more easily and relatively cheaply human growth hormone, clotting factors for hemophiliacs, fertility drugs, erythropoietin and other drugs.",0
806,bot is the short for robot.,1
807,the mechoopda became a federally recognized tribe in 1992.,0
808,"qualifying national bowls organisations (usually countries) are represented by sides of 5 players, who play once as a single and a four, then again as a pair and a triple.",0
809,"after several albums, many no.1 hits and two years of sheer success, hi-5 came to an end in 2005.",0
810,a type ia supernova is a sub-category of cataclysmic variable stars that results from the violent explosion of a white dwarf star.,1
811,"while playing sehnsucht at live aus berlin, till hits himself in the head with his microphone repeatedly and throughout the rest of the concert can be seen bleeding from his hairline.",0
812,the hertz ( symbol : hz ) is the international system of units ( si ) base unit of frequency .,1
813,"on october 4, 2005, upcoming.org was acquired by yahoo!.",0
814,constraint satisfaction is the subfield of [artificial intelligence ]  which deals with finding a best practical solution under a list of constraints and prioritizations.,1
815,the pdp-1 ('programmed data processor-1') was  the first computer in digital equipment corporation's pdp series and was first produced in 1960.,1
816,"it was also responsible for a large number of innovations in sailplane design and technology: quick assembly systems for wings and tailplane, automatic control connections, trailing edge airbrake-flap combinations, hinged instrument panels, the parallelogram control stick and automatic trimming are some innovations introduced by glasfl̰�gel and later adopted by other manufacturers.",0
817,"on november 8, 1555 the last prince belsky married marfa, a posthumous daughter of prince vasily shuisky-nemoy by anastasia of kazan, herself a granddaughter of ivan iii and sophia paleologue.",0
818,"claudius constructed the first harbour on the portus site, 4 km (2.5 miles) north of ostia, enclosing an area of 69 hectares (170 acres), with two long curving moles projecting into the sea, and an artificial island, bearing a lighthouse, in the centre of the space between them.",0
819,"few basque surnames were of patronymic origin, but there are some; and marḭ�elarena could be one of them, meaning (son) of the sailor; but it could also been the name of a house: (house) of the sailor.",0
820,they speak the abron language.,0
821,"klymaxx scored another massive hit with the ballad, ""i'd still say yes"" written by babyface and joyce irby.",0
822,"later, $afrikaans was sometimes also referred to as 'african dutch' or 'kitchen dutch', although these terms were mainly pejorative.",0
823,luna  is  the latin name of the earth's moon  as well as the roman moon goddess .,1
824,"the campaign was brought back in 2001 when luvs began using the cloth-like cover, this time placing the water balloon on diaper on cotton balls.",0
825,"low levels of antioxidants, or inhibition of the antioxidant enzymes, causes oxidative stress and may damage or kill cells.",0
826,sigmoidal functions are a type of squashing function.,1
827,"a harbor or harbour (see spelling differences), or haven,  is  a place where ships may shelter from the weather or are stored.",1
828,"lleida (standard central catalan /ˈʎejðə/ or north-western catalan /ˈʎejðɛ/; castillian lérida /ˈleɾiða/, though officially referred as lleida)  is  a city in the west of catalonia, spain.",1
829,"even during this occupation, $amun, identified as a form of zeus, continued to be the great god of thebes throughout its decay.",0
830,"a mural is a painting on a wall , ceiling , or other large permanent surface .",1
831,"the word stems from the latin verb ""celebrere"" but they may not become a celebrity unless public and mass media interest is piqued.",0
832,"bismuth consumption in 2006 totaled 2,050 tonnes, of which chemicals (including pharmaceuticals, pigments, and cosmetics) were 510 tonnes, bismuth alloys 591 tonnes, metallurgical additives 923 tonnes, and the balance other uses.",0
833,"when used for access in commercial and industrial environments within europe carabiners must comply with en 362:2004 ""personal protective equipment against falls from a height. connectors""  as climbing and access in these environments use shock prevention devices the minimum strength of a carabiner to !en362:2004 is lower than that of a carabiner compliant with en 12275:1998 at around 15 kn.",0
834,"the thran empire, centered in their capital city of halcyon, encompassed much of the main planet of the plane of dominaria.",0
835,"dahl took the name from the great ""flying"" filly, fifinella who won the epsom derby and epsom oaks in 1916, the year dahl was born.",0
836,"in temperate countries, celery is also grown for its seeds, which yield a valuable volatile oil used in the perfume and pharmaceutical industries.",0
837,"in mathematics, an ellipse (from the greek ἔλλειψις, literally absence) is  a locus of points in a plane such that the sum of the distances to two fixed points is a constant.",1
838,"jhargram has an average literacy rate of 76%, higher than the national average of 59.5%: male literacy is 82%, and female literacy is 71%.",0
839,"listening to the only surviving recordings of a castrato (see below), one can hear that the lower part of the voice sounds like a ""super-high"" tenor, with a more falsetto-like upper register above that.",0
840,"megatron decimated the terrorcon invasion, and thrust attempted to ingratiate himself with his bemused former leader.",0
841,"the word mazda  means  "" great wisdom "" in the iranian avestan language.",1
842,a pluot (/ˈpluː.ɒt/)  is  a tradename for a fruit developed in the late 20th century by floyd zaiger.,1
843,a mineraloid is a mineral-like substance that does not demonstrate crystallinity .,1
844,"new information on the skull of zuniceratops christopheri, a neoceratopsian dinosaur from the cretaceous moreno hill formation, new mexico.",0
845,the score of a star is the number of edge hexagons it touches minus two.,0
846,bicarbonate serves a crucial biochemical role in the physiological ph buffering system.,0
847,"they are westrans altona, sunshine and werribee.",0
848,tutorial d is an abstract instantiation of d which is described and used in the third manifesto.,0
849,many of the characters in this game would later go on to appear in other games in the suikoden franchise.,0
850,"an incunabulum is a book , single sheet , or image that was printed - not handwritten - before the year 1501 in europe .",1
851,"in hemidesmosomes plectin has been shown to interact with the integrin ����4 subunits of the hemidesmosome plaque and function in a clamp like manner to crosslink the intermediate filament, cytokeratin to the junction.",0
852,hawk has not been seen since season 1,0
853,"euskadi ta askatasuna or eta (basque for ""basque homeland and freedom""; /ˈɛːta/), is an armed basque nationalist separatist organization.",1
854,"on january 1, 2008, fourteen anaconda babies were born at the new england aquarium.",0
855,several examples of microsimulation models in health sciences have been brought together in the u.s.,0
856,"müller von königsberg (june 6, 1436 - july 6, 1476), known by his latin pseudonym regiomontanus,  was  an important german mathematician , astronomer and astrologer.",1
857,"the former urban district corresponds to the three communities of abercarn, crumlin and newbridge.",0
858,"in january 2003, itera opened u.s.",0
859,"banacek (one of the rotating nbc mystery movie series) was a short-lived, light-hearted detective tv series starring george peppard on nbc from 1972 to 1974.",1
860,the last of the r30a cars were retired from passenger service in 1993.,0
861,"in urdu it is associated with the moon (aks-e-$maha - ""shadow of moon"").",0
862,the 13th arrondissement is home to chinatown and has as a small vibrant north african population but the area of the butte-aux-cailles rather assembles a young trendy and festive parisian population gathering in the bars and restaurants.,0
863,the first confirmed sighting of antarctica can be narrowed down to the crews of ships captained by three individuals.,0
864,"ajnabee shehr mein is another project which is blipping on the radar screens of all major pakistani movie buffs, where shaan will be seen alongside greats like samina peerzada and the teen heart-throb ali zafar.",0
865,protonema are characteristic of all mosses and some liverworts but are absent from hornworts.,0
866,a campus is traditionally the land on which a college or university and related institutional buildings are situated.,1
867,"cai is romanized as cai in the people's republic of china, tsai (or occasionally tsay or chai) in the republic of china (taiwan), and choi or choy in hong kong.",0
868,"in mathematics, specifically in topology, a surface  is  a two-dimensional manifold .",1
869,"little is left of pre-war arapgir, but there are still some old houses that have survived, which are armenian origin.",0
870,"as of april 22, 2008, the telerama nameservers and website are once again available.",0
871,"""until now, the feature was thought to belong only to the species' close relatives, the deinonychosaurs."" this tenth and latest specimen was assigned to archaeopteryx siemensii in 2007.",0
872,"in computer programming , lint was the name originally given to a particular program that flagged suspicious and non-portable constructs ( likely to be bugs ) in c language source code .",1
873,the sudetes ( /suːˈdiːtiːz/ ) is a mountain range in central europe .,1
874,bus routes operate daily between yyteri and the centre of pori.,0
875,"in the case of a lithosere the pioneer species will be cyanobacteria and algae, which create their own food and water̢���i.e.",0
876,"after february 4, 1938, its name in title was foreign affairs/defence office of the armed forces high command (""amt ausland/abwehr im oberkommando der wehrmacht"" in german).",0
877,"martinez donjṵ��n believes that the roots of the olmec culture lie in teopantecuanitlan, and a splinter group left teopantecuanitlan to colonize what we call the olmec ""heartland"".",0
878,"upon the move to fm, mike mcconnell was added to the daily schedule (replacing the former wibc sports talk program), while paul harvey, who had been heard on wibc since 1995, was dropped .",0
879,"trade me limited owns several sites which appear grouped together as tabs at the top of the trademe website (see top of page), allowing navigation between the related pages.",0
880,"a door is a panel or barrier, usually hinged, sliding, or electronic, that is used to cover an opening in a wall or partition going into a building or space.",1
881,"the highest mountain in the alps is mont blanc, at convert, on the italian-french border.",0
882,"note that the concept of maladaptation, as initially discussed in a late 19th century context, is based on a flawed view of evolutionary theory.",0
883,a hair pin or hairpin  is  a long device used to hold a person's hair in place.,1
884,"the quantity of adsorbate present on a surface depends on several factors including: adsorbent type, adsorbate type, adsorbate size, adsorbate concentration, temperature, pressure, etc.",0
885,the largest existing branch of the kubrawiya order today is the oveyssi-shahmaghsoudi order.,0
886,"a bacteriophage (from 'bacteria' and greek phagein, 'to eat') is any one of a number of viruses that infect bacteria.",1
887,"producers of symphony wines include ironstone, chateau de baun and sebastiani.",0
888,"in computer science, in the context of data storage and transmission, serialization  is  the process of saving an object onto a storage medium (such as a file, or a memory buffer) or to transmit it across a network connection link in binary form.",1
889,cessna press releases in 2008 specifically omit any mention of where the aircraft is being manufactured.,0
890,blowfish provides a good encryption rate in software and no effective cryptanalysis of it has been found to date.,0
891,after the foundation of lindores abbey in 1191 the church was given to the abbey.,0
892,"the josefsplatz is centred on a full-sized statue and monument of joseph ii, holy roman emperor mounted on a horse (1795-1806, by sculptor franz anton zauner).",0
893,a furlong is a measure of distance in imperial units and u. s. customary units .,1
894,"islamism (arabic: al-'islāmiyya)  is a term that denotes a set of ideologies holding that islam is not only a religion but also a political system; that muslims must return to their roots of their religion, and unite politically.",1
895,"their traditional language, dena̢���ina, currently has about 70-75 fluent speakers out of a total population of about 1400.",0
896,"the professional contractors group claims 1462 wins to 6 losses in appeals for ir35 and s660a together, however this only applies to its own members and may not be typical of the wider picture.",0
897,chindia rising.,0
898,"the journey of aeneas from troy, (led by aphrodite, his mother) which led to the founding of the city rome, is recounted in virgil's aeneid.",0
899,"here, the fouling rate decreases with time, until it finally reaches zero.",0
900,the decsystem-20 was a 36-bit dec pdp-10 computer running the tops-20 operating system .,1
901,an alexandrine is a line of poetic meter.,1
902,"astrobiology (from greek: ἄστρον, astro, ""constellation""; βίος, bios, ""life""; and -λογία, logos, ""knowledge"") is the interdisciplinary study of life in the universe, combining aspects of astronomy, biology and geology.",1
903,in 2003 gwendolyn was recognized at l.a.,0
904,although most melodies and lyrical content found in a jal song are strangely reminiscent of the last jal song you may have heard.,0
905,"in geography, an oasis (plural: oases) or cienega (southwestern united states)  is  an isolated area of vegetation in a desert, typically surrounding a spring or similar water source.",1
906,the flute is a musical instrument of the woodwind family .,1
907,the subframe is bolted and/or welded to the vehicle.,0
908,a harpsichord is a musical instrument played by means of a keyboard .,1
909,"the number of lakes and swamps in this area isolated the balts, and as a result of this isolation the baltic languages retain a number of conservative or archaic features.",0
910,"deliverance released ""river disturbance"" in 1994 and ""camelot in smithereens"" in 1995.",0
911,anglesey is also a county which includes holy island and other nearby small islands.,1
912,"the mahābhārata ( devanāgarī :  महाभारत ) is one of the two major sanskrit mythological epics of ancient india , the other being the  rāmāyaṇa .",1
913,"gnaeus pompeius magnus, sometimes called pompey, pompey the great or pompey the triumvir (classical latin abbreviation: cn·pompeivs·cn·f·sex·n·magnvs) (september 29 106 bc - september 29 48 bc),  was  a distinguished military and political leader of the late roman republic.",1
914,"a salt, in chemistry,  is defined  as the product formed from the neutralisation reaction of acids and bases.",1
915,"the shape of the vessel can be traced in pottery back to the protogeometric period in athens, however the athenian pyxis has various different shapes itself.",0
916,$leyak is said to fly trying to find a pregnant woman in order to suck her baby's blood or a newborn child.,0
917,"shchedryk was later adapted to an english christmas carol, carol of the bells, by peter j. wilhousky following a performance of the original song by the ukrainian national chorus at carnegie hall on october 5, 1921.",0
918,in magypath v1.2 players can choose from four styles.,0
919,"in computational complexity theory, co-np is a complexity class.",1
920,"rocketo follows the life and adventures of rocketo garrison, world-famous explorer and mapmaker.",0
921,benin had one of the highest death rates for children under the age of five in the world.,0
922,"in episode 39 of the series, ""crisis,"" megatron attempts to use the hydra-cannon, mounted aboard a spaceship, to destroy earth.",0
923,"the aar (german aare), a tributary of the rhine, is the longest river that both rises and ends entirely within switzerland.",1
924,"an abbreviation (from latin brevis ""short"") is a shortened form of a word or phrase.",1
925,"the apeiron was never defined precisely, and it has generally (e.g. by aristotle and augustine) been understood as a sort of primal chaos.",0
926,the sopmod kit is composed mostly of non-developmental and commercial off-the-shelf (ndi/cots) accessories packaged together to support four m4a1 carbines.,0
927,"the abbreviation kb or kb can refer to: kilobit (kb) , a unit of information used, for example, to quantify computer memory or storage capacity.",1
928,the dramatic works of pierre corneille and jean racine are typically composed of rhyming alexandrine couplets.,0
929,"there was a royal air force station at pucklechurch from 1952 to 1962, when the site was transferred to hm prison service.",0
930,"a bomber is a military aircraft designed to attack ground targets, primarily by dropping bombs.",1
931,the kab-500kr is an electro-optical tv-guided fire and forget bomb developed by the soviet air force in the 1980s.,1
932,"one issue (dubbed ""oink! goes peculiar"") showed everything going wrong in the oink! offices, leading to strips being printed upside down or being drawn by the wrong artist etc, as well as the whole issue being printed on a smaller size of paper than usual.",0
933,"in more general terms , ontogeny is defined as the history of structural change in a unity , which can be a cell , an organism , or a society of organisms , without the loss of the organization that allows that unity to exist ( maturana and varela , 1987 , p. 74 ) .",1
934,"her later single, ""touch / yume no tsuzuki"", first charted at the #15, after releasing five singles, younha released her first album entitled ""go! younha"".",0
935,there are two types of traction: skin traction and skeletal traction.,0
936,"in physical chemistry, and in engineering, steam refers  to vaporized water .",1
937,wxnt also broadcasts fox news radio reports at the top of every hour.,0
938,"dominion, often dominion, and referred to in the monarchs style as the british dominions beyond the seas, is a term that particularly referred  to an autonomous polity under sovereign authority within the british empire and british commonwealth from the late 19th century.",1
939,"porsche ran some tests with a dual-spark flat-16 version of the porsche 917, but it too was never raced.",0
940,"introduced in 1990, keykode is  an eastman kodak company advancement on edge numbers, which are letters, numbers and symbols placed at regular intervals along the edge of 35 mm and 16 mm film to allow for frame-by-frame specific identification.",1
941,"a puritan of 16th and 17th century england  was  a protestant advocate of "" purity "" of worship, doctrine, and personal and group morality.",1
942,"however, in a later uncanny x-men storyline, masque has been revealed to have developed a secondary mutation which now allows him to actually manipulate his own flesh and change his physical appearance, but he apparently still chooses to maintain his original form as his default state.",0
943,a chart parser is a variety of parsing algorithm that maintains a table of well-formed substrings found so far in the sentence being parsed.,1
944,"the smiley , smiley face , or happy face , is a stylized representation of a smiling human face , commonly represented as a yellow circle with two dots representing eyes and a half circle representing the mouth .",1
945,"a paradox  can be  an apparently true statement or group of statements that leads to a contradiction or a situation which defies intuition; or it can be, seemingly opposite, an apparent contradiction that actually expresses a non-dual truth (cf. koan).",1
946,"unlike the penis, which is homologous to the clitoris, the clitoris does not contain the distal portion of the urethra and functions solely to induce sexual pleasure.",0
947,"after thomas died in february 2004, the wdae studio was renamed the chris thomas studio.",0
948,"in phonetics, aspiration is the strong burst of air that accompanies either the release or, in the case of preaspiration, the closure of some obstruents.",1
949,"the gauss, abbreviated as g, is  the cgs unit of magnetic flux density in a magnetic field (b), named after the german mathematician and physicist carl friedrich gauss.",1
950,"travel photography is a subcategory of photography involving the documentation of an area's landscape, people, cultures, customs and history.",1
951,also located on the quay are the apuldram fishing and boat club and a classroom for the chichester harbour education centre.,0
952,"unlike kicking, however, once a player receives a handball they are called to play-on by the umpire (players are not awarded a mark for catching a handball).",0
953,"the people of bhatkal are typically called ""bhatkallies"" and have since the 1960's spread afar, including uk, america, australia but more so across the middle east especially dubai.",0
954,"the wilhelmstrasse runs south from the unter den linden, on a line slightly east of south, until its juncture with the stresemannstrasse near the hallesches ufer, a distance of about two kilometres.",0
955,"the office was not hereditary, the advocatus being chosen, either by the abbot alone, or by the abbot and bishop concurrently with the count.",0
956,a female condom is also available.,0
957,"jotoki resemble large, spindly starfish.",0
958,controversial uses of twin data have looked at concordance rates for homosexuality and intelligence.,0
959,"adenanthos species are widely distributed throughout the southwest corner of western australia, near the coast from geraldton to esperance, and inland to kalgoorlie.",0
960,however shipova trees are not widely cultivated.,0
961,"a modern history of taekwondo 1999 (korean) kyong myung lee and kang won sik isbn 89-358-0124-0 global taekwondo 2003 (english) kyo yoon lee isbn 89-952721-4-7 a guide to taekwondo 1996 (english) kyo yoon lee isbn 8975000648 kukkiwon 25th anniversary text 1997 (korean) un yong kim jidokwan annual year book 1989 (korean) chong woo lee kim, soo and robert mclain.",0
962,a mondegreen is the misinterpretation of a line or lyric in a song due to homophony.,1
963,"a lens is an optical device with perfect or approximate axial symmetry which transmits and refracts light , converging or diverging the beam .",1
964,"in mathematics, an automorphism is an isomorphism from a mathematical object to itself.",1
965,banksia integrifolia subsp. compar is a subspecies of banksia integrifolia.,1
966,"marking can also be one of the most spectacular and distinctive aspects of the game, and the best mark of the afl season is awarded with the mark of the year, with similar competitions running across smaller leagues.",0
967,"in common law legal systems , a felony is a serious crime, often contrasted with a misdemeanor .",1
968,the abipones were a tribe of south american indians of guaycuran stock recently inhabiting the territory lying between santa fe and st.,1
969,"a proverb (from the latin proverbium), also called a byword or nayword,  is  a simple and concrete saying popularly known and repeated, which expresses a truth, based on common sense or the practical experience of humanity.",1
970,"the leopard danio, previously known as danio frankeri, is a spotted colour morph of the zebrafish danio rerio caused by a pigment mutation.",0
971,"in 2007, data and bono were jointly awarded the national constitution center's 2007 liberty medal for their groundbreaking efforts to address the aids crisis and extreme poverty in africa.",0
972,"among heresiologists, gnosis  denotes  different jewish, christian or pagan belief systems  of a religio-philosophical knowledge such as, first and foremost, gnosticism and other dualist systems from the 1st and 2nd centuries a.d.",1
973,"the in-degree of a vertex v in a directed graph is the number of directed edges (u, v) such that v is the second vertex of the edge.",1
974,"sometimes the player must help trapped individuals escape as well, and it will take quick thinking and planning ahead to exit the building successfully.",0
975,"at first, the macintosh 128k suffered from a dearth of available software compared to ibm's pc, resulting in disappointing sales in 1984 and 1985.",0
976,"""why do we 'fill' something? because it's empty, right? well, that's why we play drum fills."" quote a fill may be played by rock or pop instruments such as the electric guitar or bass, organ, or drums, or by other instruments such as strings or horns.",0
977,"electronegativity is  a chemical property that describes the ability of an atom (or, more rarely, a functional group) to attract electrons (or electron density) towards itself in a covalent bond.",1
